Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.562322248430813,0.999783456325531,672.7634402309612,232.44976981897628,0.99983811378479,715.648018102372,187.93037024032458,0.9994362592697144,624.7429482677902,188.72239778401996,0.8957890272140503,771.8181374843945,195.09036555867664,0.9981175661087036,544.6361481741573,227.77158434769035,0.6223101019859314,878.0441440387016,462.52516385767785,0.9176366329193115,433.3448423845193,462.82469179151053,0.1735643446445465,1061.277797284644,824.9692766853932,0.7517950534820557,341.7143853386392,721.0246956928838,0.5094019770622253,1123.0660892634207,526.3266132178526,0.7769311666488647,1117.177258895131,512.2195400280898,0.38680922985076904,844.3379369538077,811.0713171036205,0.22397145628929138,714.3947019350811,790.230961298377,0.13274860382080078,1035.5166393570537,731.5469920411985,0.07542410492897034,1033.0994460049938,795.7306296816478,0.05314543843269348,1045.6830329275904,805.7146340511861,0.04277569055557251,1052.6972144194756,806.6628628277153
1,0.5865069347269395,0.999897837638855,656.9170860642946,232.36618289637954,0.9997721910476685,706.3903519038702,186.9599036360799,0.9991127252578735,613.9120045255929,191.04868913857678,0.9772583246231079,773.0647237827715,206.99818586142317,0.9966064691543579,550.9001443508115,226.22707943196002,0.5372870564460754,888.105493133583,474.94079666042444,0.9444845914840698,889.0811290574281,458.5085049937578,0.7866311073303223,984.7111033083645,736.1233029026216,0.6755058169364929,329.5575598860799,721.3712351747814,0.6426427364349365,1066.4279026217228,633.7690191947565,0.7960648536682129,1078.554833801498,630.3785307428215,0.2106453776359558,853.9470193508114,808.2029299313358,0.11252731084823608,720.0788077403246,788.9955914481898,0.07927507162094116,982.4301654182271,736.827890917603,0.03605756163597107,322.91786146223467,792.8984277465668,0.07921648025512695,992.3441401373283,847.1316128277153,0.09763237833976746,1009.3787063046192,817.6380110799
2,0.5436490879339331,0.9998738765716553,658.3419651217228,232.66093164794006,0.9996120929718018,704.5375409644195,186.30983731273403,0.99946129322052,611.1333977059925,189.74938553370782,0.9818600416183472,770.5817922908864,209.15057350187266,0.9991776347160339,540.3732638888888,230.36809456928836,0.8996280431747437,859.2396223470661,472.98518453495626,0.8982361555099487,433.7041588639201,464.06508465980016,0.2618429958820343,1036.652134051186,814.1541822721597,0.7487269043922424,331.8229898174157,728.2513069600499,0.2536545395851135,1186.5511860174781,579.5134987515605,0.09557649493217468,1115.6944444444443,789.5447097378276,0.24475547671318054,937.5238959113608,466.170802122347,0.2794698476791382,821.3640176342072,818.4198462858926,0.308963805437088,1049.5208138264668,672.6552746566791,0.17204678058624268,1033.6117938514356,674.9221676029962,0.046610891819000244,1067.0802122347066,727.8066479400749,0.052537620067596436,970.3876989700374,408.53708255305867
3,0.5571388549664441,0.9998641014099121,581.7630305867665,213.3900983146067,0.9997304081916809,637.5558871722847,178.14704275905115,0.99892258644104,549.9370415886392,171.5350928526841,0.9986283779144287,740.9083860018726,229.69198657927586,0.8871291875839233,532.3329236891385,183.8013518258427,0.8565958738327026,867.5127769975031,461.33056335830213,0.9503328800201416,437.24031484082394,466.04098392634205,0.16720426082611084,1050.2123322409489,726.6910502496878,0.592215895652771,320.6141249219725,735.1742938514357,0.7462522983551025,1056.138810861423,552.601143102372,0.33132076263427734,1031.0726825842696,546.4202949438202,0.4653019309043884,847.2385104556804,814.2826349875156,0.24215435981750488,696.4662823813982,783.1472378277153,0.025812417268753052,1293.1981507490636,505.8590823970037,0.12592202425003052,917.5673962234706,282.9271028401997,0.048577070236206055,1221.0241104868912,758.1896652621722,0.03539609909057617,1030.9761235955057,757.0792368913858
4,0.5895238536245683,0.9996681213378906,674.3466662765293,230.11835791198502,0.999841034412384,713.9302434456929,187.20886001872657,0.9992964267730713,628.5033356741573,187.798747659176,0.9223446846008301,769.6807701310861,197.5341370162297,0.9981787800788879,545.1488373907615,227.08947799625463,0.9003368020057678,854.2458645443196,463.8664072253433,0.919924795627594,442.2917642009987,452.23968086766536,0.389734148979187,1025.989388264669,822.0927941635455,0.9480491876602173,315.82989524812734,717.9211532459425,0.47650083899497986,1113.1371917915105,515.0730044475655,0.7223749160766602,1103.9175639825219,513.0555555555555,0.37802010774612427,824.4218164794007,810.8372347066168,0.10786172747612,716.6838814762796,798.3982911985017,0.058783113956451416,1023.3885377652933,808.1634285268415,0.05432689189910889,301.8224046114232,776.3046192259674,0.09535038471221924,1137.818254525593,789.2365012484395,0.051313549280166626,1039.5181803995006,816.7444990636704
5,0.5751047940815196,0.9997907876968384,641.5033454275905,226.89172713795256,0.9997525215148926,687.5488647003745,183.5423006398252,0.9993837475776672,602.0879662141074,186.57249726903865,0.9980185627937317,763.9546270287141,227.46654572409483,0.9989793300628662,540.9867548377028,228.2202422752809,0.9259348511695862,855.5033746878901,471.81833255305867,0.909577488899231,436.8381320224719,457.7982112203496,0.6489668488502502,1007.2846441947565,737.2946902309612,0.9446923732757568,326.2007451622971,718.782186329588,0.57176673412323,1111.8392049001247,730.959347690387,0.2043898105621338,1114.2330875468165,729.7666978776529,0.29222941398620605,835.0362827715355,798.8370006242196,0.15964645147323608,700.1957514044943,814.334815855181,0.023496001958847046,292.2556521145443,826.7349406991261,0.031087517738342285,295.80178097690384,801.0734628589262,0.056844353675842285,1126.8053604868912,773.1139786204744,0.012224704027175903,1118.1511392009986,774.2262601435705
6,0.575888826566584,0.9998420476913452,652.112886235955,233.55849133895128,0.999591588973999,705.65260221598,185.18024344569284,0.9990841150283813,605.3747756710362,189.3455446317103,0.9825942516326904,773.6421757958801,207.6984335986267,0.9984560012817383,549.0881027621723,227.96089848626713,0.8554788827896118,868.9796933520598,464.6439996878901,0.9127088785171509,458.66665691323345,459.96479010611733,0.4879288673400879,1026.4418500312108,816.0182584269662,0.8273828625679016,344.5080368289638,715.8301147003745,0.8328765630722046,1177.3727176966293,518.4196512172284,0.18932276964187622,1118.6970388576779,791.3664559925094,0.3300328850746155,834.7819132334581,797.8278128901372,0.2257440686225891,705.2442747347066,785.2997230024969,0.026187598705291748,1174.233770287141,807.2782069288389,0.06546571850776672,997.9540223158551,701.7955095193507,0.028785347938537598,1048.37995474407,784.3550054619225,0.028627604246139526,313.52608555711606,785.4050600811486
7,0.5542410664698657,0.9997661113739014,650.8205075686641,232.8119147940074,0.9994772672653198,714.53359082397,188.4818781210986,0.9993410110473633,603.073404338327,189.8505286360799,0.9540315270423889,763.5531757178527,200.2272062265917,0.9981417655944824,527.3138069600499,233.11100382334575,0.8379307985305786,868.7744811173533,476.7421582397003,0.9493480324745178,434.67023642322096,462.5996313202247,0.37260937690734863,1105.465433832709,793.7422947877653,0.6432527899742126,350.0756134909488,722.4248010299625,0.7993195056915283,1273.9457514044943,541.1214497503121,0.09645691514015198,1118.6147198813983,810.9603230337077,0.22224149107933044,841.0085049937577,828.498556491885,0.19663363695144653,691.8041413077403,789.497893258427,0.08748948574066162,1049.4460049937577,676.1056491885143,0.0847507119178772,1068.058481585518,679.8389708177277,0.0812937319278717,1111.6920255930086,751.2441479400748,0.10001397132873535,1090.9933871722847,703.3696161048689
8,0.5646297966732698,0.999788761138916,657.3856409956304,245.25763693820227,0.9997236728668213,709.2459133114857,192.1259558364544,0.9993536472320557,609.8430184925094,196.04312968164794,0.9564797878265381,771.8393024344568,214.24840043695377,0.9996298551559448,540.6576740012484,233.76745864544318,0.9425444006919861,881.6545724094881,466.13729907927586,0.9640896320343018,441.80394623907614,458.7977918227216,0.3859962224960327,1043.6780196629213,834.8731078339574,0.43276146054267883,336.46050347222223,819.1797362671659,0.4119411110877991,1150.8687382958801,652.1039130774031,0.40555670857429504,1158.403070380774,733.8515332397003,0.23567122220993042,846.4856429463171,812.5305282459426,0.11935272812843323,500.9583235799001,790.3019662921347,0.5499712228775024,1019.1318469101122,651.5794709737827,0.033661603927612305,1014.4585869225967,660.2144779962546,0.08706507086753845,595.8666900749064,743.1094920411985,0.07511943578720093,1062.3526256242196,815.257490636704
9,0.5702672390376821,0.9998291730880737,635.8233360642946,229.68993835830207,0.9996688365936279,684.1232638888888,183.14450686641698,0.9993748664855957,592.2813280274656,187.80479478776527,0.9982253313064575,764.9278733614232,223.29402699750307,0.9986907243728638,530.8569366416979,229.76718554931335,0.9069661498069763,851.9676576154806,467.3110272315855,0.9509752988815308,440.6049079275905,463.26203573657926,0.4302750825881958,992.1891580836453,623.0281484082396,0.6841903328895569,341.57376521535576,735.3500507178526,0.882542073726654,1157.7215004681648,519.8364836922597,0.13023537397384644,1109.9604985955054,790.0501326466915,0.3135490417480469,835.3436134519351,794.9935627340824,0.1388694941997528,707.4446980337078,781.6371137640449,0.10031682252883911,989.5674352372034,549.5613881086142,0.08200845122337341,876.9648291198502,752.5313085205992,0.05052801966667175,604.0352391541822,744.8462858926341,0.028297990560531616,948.6526607365793,667.6783902933832
